1001542	20383723
100323	29792653
100323	39773313
1003374	1003374
1003685	28084681
1003685	28801911
1003685	30848572
1003685	31690063
1003685	32382145
1003685	32814535
1003685	33456312
1003685	34036204
1003685	34084472
1003685	34692566
1003685	34706533
1003685	37700327
1003685	41685934
1003685	41797837
1003685	43013086
1003685	43379090
1003685	43507774
1003685	44327626
1003685	44600326
1003685	44978604
1003685	45045632
1003685	45427729
1003685	45605641
1003955	45712078
1005363	20353215
1005363	20982732
1005363	21724666
1005363	39482726
1005363	43702831
1005363	44132504
1005363	45691163
1006139	26819081
1006139	29613914
1006139	40800945
1006139	42416154
1006139	43916430
1008281	41720912
102277	102277
102792	45416089
103590	103590
104314	27703410
104314	29582142
104314	30144262
104314	30745912
104914	33149688
107089	19362587
107089	20873739
107089	28684657
107089	29943759
107089	32781525
107089	35623736
107089	36197865
107089	43192533
107089	44152307
107089	45459985
111075	111075
1118863	34092787
1118863	36551161
1118863	37604765
1118863	44231145
1119163	26623929
1119163	34879098
1119163	42579919
1119163	45624962
112564	112564
11463029	11463029
11465110	7234425
11466474	12534006
11466474	30800538
11468039	27926931
11468039	28635503
11468039	34228568
11468039	35560840
11468039	38942015
11468039	44645410
11468039	44723754
11468039	44910952
11468039	45434403
11468039	45702511
11468039	45860034
11468039	45879434
11473659	11473659
11481734	12285538
11481734	19928652
11481734	21832799
11481734	26130706
11481734	34170688
11481734	42415898
11481734	43660140
11481734	44927404
11481734	45809368
11481734	45909250
11481734	6140576
11482642	12811118
11482642	20027789
11482642	20607824
11482642	36609517
11482642	38708444
11482642	42114758
11482642	45309007
11482642	45458144
11482642	46017339
11482642	6198835
11482791	30929170
11482791	39801721
11482791	41277065
11482791	45552930
11482791	6315029
11485285	30864872
11491714	11491714
11494524	11500579
11494524	13089438
11494524	25864922
11494524	28120572
11494524	33661068
11494524	34110589
11494524	34553969
11494524	355633
11494524	44539109
11494524	44572459
11494524	44984490
11494524	45254604
11494524	6519827
11494982	31501536
11494982	33122899
11494982	33900081
11494982	34830790
11500579	11500579
11501416	34899775
11501416	42855179
11501416	43149304
11501416	45572317
11501416	45855934
11501416	45880247
11502908	11502908
11502986	11502986
11503262	29711959
11503262	32958656
11503262	45285212
11503262	45339114
11503329	11503329
11504895	11504895
11507162	28107301
11511914	29931461
11511914	35210091
11511914	39897009
11511914	41098554
11511914	44325138
11511914	44596849
11511914	44918899
11511914	45429449
11512444	45048952
11512446	20216611
11512446	36370412
11512446	6387580
11513528	11513528
11523932	21665954
11523932	26386349
11523932	27066928
11523932	33173757
11523932	34131262
11523932	35548251
11523932	38844052
11523932	41254495
11523932	41317998
11523932	42165979
11523932	43016702
11523932	43723296
11523932	44268310
11523932	44339588
11523932	44457817
11523932	44605741
11523932	44882297
11523932	45224292
11523932	45390877
11523932	45416448
11523932	45452278
11523932	45480977
11526102	11526102
11527485	20405930
11527485	21072436
11527485	30544017
11527485	32887925
11527485	33659078
11527485	38672402
11527485	44540867
11527485	45531029
11527485	6844309
11529139	36579780
11534263	25896444
11536460	11536460
11544179	11544179
11544570	11544570
11549501	11491452
11549501	11685619
11549501	12479745
11549501	27575782
11549501	29503745
11549501	33518714
11549501	37435483
11549501	40487387
11549501	40819001
11549501	41938566
11549501	42521825
11549501	42751391
11549501	45028216
11549501	45092177
11549501	45409517
11549501	45534165
11549501	45902034
11550127	40267873
11550127	45289053
11550794	45615033
11550915	11795760
11550915	28385616
11550915	29619144
11550915	33064684
11550915	36874794
11550915	41109092
11550915	42351529
11550915	44516370
11554088	31519598
11554088	32816207
11554088	34584547
11554088	370468
11554088	38174422
11554088	39638430
11554088	42761119
11554088	43563931
11554088	44774549
11554088	6448908
11554386	26746738
11554386	28560421
11554386	45781081
11557128	26209168
11557128	26515949
11557128	27287450
11557128	32045788
11557269	28836549
11557945	35441312
11558108	27066928
11558108	34553969
11558108	41317998
11558108	45133134
11558108	45904182
11560726	33322266
11563947	11563947
11564377	34791159
11565498	26536297
11565498	28465229
11565498	31732167
11565884	28685306
11565884	43945081
11570800	28836092
11570800	45693032
11571121	21785663
11571121	29958991
11571121	36755471
11571121	38752786
11571121	43313717
11571121	44072531
11571121	7342666
11575822	39946387
11576368	32979538
11576368	45596679
11579158	11774821
11579158	19945355
11579158	20935935
11579158	21116921
11579158	26033690
11579158	26327561
11579158	27292814
11579158	36038723
11579158	36351087
11579158	38031996
11579158	39773313
11579158	44681818
11579158	44702251
11579158	44831859
11581816	11581816
11586733	11586733
11588101	13203139
11588101	35655301
11590565	11590565
11590937	13093472
11590937	33830622
11590937	40403030
11590937	43000040
11590937	43244642
11590937	44168150
11590937	45168403
11590937	45180097
11590937	45481706
11594699	11594699
11596663	11596663
11597508	26342032
11597508	43940185
11599832	33360729
11600840	12678405
11600840	20391120
11600840	20690735
11600840	21668017
11600840	27512271
11600840	27691697
11600840	28436613
11600840	34995542
11600840	36327413
11600840	39187237
11600840	39820172
11600840	43079470
11600840	44058565
11600840	44590099
11600840	44628778
11600840	44968797
11600840	45169873
11600840	45257709
11600840	45333863
11600840	45346785
11600840	45483804
11600840	45535532
11600840	45747929
11601501	11601501
11605010	11605010
11610008	11610008
11610178	38820372
11610178	44987187
11610178	45433775
11611120	29782078
11620563	44998666
11623512	27261038
11623512	30367972
11623512	31238312
11623512	31305357
11623512	42461172
11628032	29144957
11628032	37493991
11628032	43411328
11628032	44681022
11631184	12687398
11631184	30929170
11631184	39403832
11631184	44311000
11631184	45148216
11632948	11632948
11633387	31028642
11633387	36061529
11633387	37243411
11633387	39816054
11633387	41907851
11633387	45459747
11633539	34522009
11633662	35810059
11633662	36847925
11634546	11634546
11635805	11635805
11635992	19783651
11635992	29385805
11635992	44880719
11636152	11636152
11638259	11638259
11639636	30577463
11639636	40287497
11639636	44670163
11643055	20538985
11643055	20646345
11643055	29456168
11643055	29822335
11643055	39533661
11643055	40054101
11643055	43337177
11643055	44181909
11643055	44801414
11643055	45193035
11643055	45483419
11643055	45642320
11646253	28207039
11646253	40149930
11646253	45346515
11646253	45448142
11652449	11819256
11652449	26288366
11655143	32876972
11655143	44202108
11656952	29680021
11656952	45118606
11657828	11657828
11658409	21139000
11658409	37458123
11658409	93531
11660436	36008363
11660436	39127694
11661834	45071735
11662010	11662010
11664122	21342694
11664513	11530689
11664513	27348493
11664513	28602691
11664513	29511328
11664513	30973603
11664513	32999606
11664513	33782571
11664513	33958456
11664513	39959476
11664513	40582099
11664513	41343047
11664513	42439486
11664513	42513920
11664513	43648994
11664513	44376185
11664513	44810764
11664513	45229788
11664513	45270342
11664513	45594946
11664513	45595542
11664513	45627148
11670907	11670907
11673939	11673939
11676563	11676563
11676624	11676624
11676998	31375290
11676998	35243885
11678615	44996224
11681415	40737525
11686294	19934145
11686294	40018765
11686913	27305708
11686913	29792969
11686913	34969897
11688812	12030738
11688812	13124376
11688812	1580939
11688812	1664090
11688812	19701333
11688812	20432457
11688812	20904619
11688812	20919457
11688812	21602673
11688812	25864922
11688812	26267657
11688812	26301393
11688812	26778641
11688812	27037213
11688812	28709513
11688812	32064293
11688812	32759843
11688812	32781525
11688812	33686016
11688812	34165938
11688812	35167860
11688812	36441244
11688812	36711115
11688812	38427360
11688812	39161340
11688812	40701395
11688812	43626448
11688812	43820183
11688812	43916430
11688812	43984264
11688812	44042455
11688812	44216683
11688812	44480671
11688812	44655619
11688812	44699074
11688812	44858103
11688812	44861056
11688812	44965452
11688812	45341305
11688812	45375116
11688812	45689210
11688812	45785233
11688812	45873679
11688812	45894594
11688812	45915029
11688812	5781517
11692769	21107995
11692769	21372321
11692769	21558039
11692769	28798246
11692769	29326967
11692769	30917290
11692769	31644350
11692769	33782571
11692769	39113628
11692769	41828891
11692769	42866653
11692769	44058103
11697074	12490346
11697074	12971569
11697074	19883898
11697074	20660871
11697074	21832799
11697074	26814934
11697074	30061006
11697074	33904346
11697074	38174422
11697074	43299505
11697074	43960156
11697074	43979426
11697074	44498894
11697074	45111716
11697074	5045162
11697074	6289457
11697588	11769946
116997	12526017
116997	36176469
116997	41873003
11701156	11701156
11701502	11981108
11701502	20945246
11701502	32088442
11701502	37150211
11701547	11701547
11705497	31896030
11705888	11705888
11710126	43923582
11719500	11719500
11723818	39586844
11723818	44007592
11723818	44749287
11724757	42397367
11724904	28753477
11724904	41305397
11724904	43533140
11728247	45856191
11728715	1471553
11728715	31331805
11728715	44224464
11730011	21568135
11730392	1691171
11730392	28749911
11730392	41829150
11730392	6768173
11730707	5710037
11731939	32198414
11731939	36067605
11731939	40202560
11731939	43399198
11731939	44911387
11733828	12732107
11733828	13025562
11733828	19607823
11733828	19639961
11733828	20570069
11733828	27550235
11733828	27560210
11733828	30054763
11733828	30776387
11733828	33138723
11733828	33689292
11733828	34950021
11733828	35739679
11733828	39249803
11733828	39676409
11733828	39896604
11733828	41928391
11733828	44606153
11733828	44887704
11733828	45373078
11733828	45414787
11733828	45532193
11736537	11736537
11737396	12514820
11737396	21163929
11737396	28875132
11737396	30650867
11737396	39837560
11737396	42907034
11737784	30144262
11737784	45202913
11738024	21281819
11738024	26531909
11738024	38617528
11738024	39219951
11738024	39619039
11738024	40838896
11738024	41071789
11738024	42800478
11738024	43243587
11738024	43337177
11738024	43711901
11738024	44892779
11738024	45144221
11738024	45371010
11738024	45594077
11738153	12870629
11738153	30904313
11740740	12918746
11740740	27853063
11740740	30731726
11743400	25876935
11743400	38299559
11743400	45888549
11743873	7342666
11743926	20292577
11743926	39480283
11743926	43642288
11743926	45671286
11745196	25954213
11745196	28819997
11745196	31727827
11745196	38421954
11745196	45158828
11746667	11746667
11749344	11749344
11749389	19635606
11749389	41395185
11749389	43683739
11749389	45943008
11751285	30673624
11751285	33885531
11751285	40337568
